symbol,side,entry_date,exit_date,entry_z,exit_z,beta,corr,hold_bars,pair_ret,exit_reason
ICICIBANK,SHORT_PAIR,2022-01-25,2022-02-16,3.1031814833108333,0.11476285665381532,0.06317563108646103,0.8464415533033787,15,0.04706509013156946,mean_revert
ICICIBANK,LONG_PAIR,2022-03-24,2022-04-12,-2.079007571131732,-0.1289519379199506,0.07126897971947221,0.8606087397575659,13,0.08343327507264907,mean_revert
ICICIBANK,SHORT_PAIR,2022-07-07,2022-07-11,2.263091836089075,3.5074287136151603,0.03655295324483039,0.8871250800957406,2,-0.03687369045311567,stop
ICICIBANK,SHORT_PAIR,2022-07-12,2022-07-29,2.9482446689392017,0.4783362997253878,0.03654065810204068,0.798094168314264,13,-0.07474396183352688,mean_revert
ICICIBANK,SHORT_PAIR,2022-09-16,2022-10-17,3.0904492633943477,1.2543873306419493,0.08175290577646213,0.9765733486064768,20,0.025268245237935402,time
ICICIBANK,LONG_PAIR,2023-01-06,2023-02-01,-2.1966805230693414,0.5298262511550763,0.03510619776667869,0.7324104136374385,17,-0.02497878785872771,mean_revert
ICICIBANK,SHORT_PAIR,2023-02-27,2023-03-10,2.9258671587792437,0.33417366960779543,0.08183629822771216,0.9216403353163829,8,0.01615059375767755,mean_revert
ICICIBANK,LONG_PAIR,2023-06-07,2023-07-05,-2.074816257898017,-0.15341549566938456,0.06982286777215957,0.952122699579566,19,0.016426077553924306,mean_revert
ICICIBANK,LONG_PAIR,2023-11-17,2023-12-04,-2.5395758918275417,-0.04644359689545712,0.05003862092904386,0.7053542771198432,10,0.07280728485588332,mean_revert
ICICIBANK,LONG_PAIR,2023-12-29,2024-01-19,-2.0136730446583035,-0.3004051148659276,0.04002837779847265,0.9207994467989877,15,0.0028096415436361802,mean_revert
ICICIBANK,SHORT_PAIR,2024-03-13,2024-04-01,2.2805391781608533,0.24628012691789924,0.07640293546851135,0.7918781756141471,11,-0.012871633252375786,mean_revert
ICICIBANK,SHORT_PAIR,2024-04-29,2024-05-22,2.5110344104585463,-0.06540496997588986,0.09045941784886583,0.8148541654602165,15,0.04209689991039343,mean_revert
ICICIBANK,SHORT_PAIR,2024-09-20,2024-09-26,2.526865069324184,0.3396203714942819,0.05734861569489721,0.7292161243320452,4,0.00796817844643881,mean_revert
ICICIBANK,SHORT_PAIR,2024-10-18,2024-10-22,2.7864942119719536,3.7533006041279653,0.08281685972060311,0.9255325405658994,2,-0.003645195197649022,stop
ICICIBANK,SHORT_PAIR,2024-10-23,2024-10-29,2.807655777475639,3.80597472787819,0.07676480860178132,0.8694545013741982,4,-0.06401950821734227,stop
ICICIBANK,LONG_PAIR,2025-01-21,2025-01-27,-2.022469724442769,1.1247896729405678,0.06058430600522128,0.8792077709165776,4,0.027099633129332414,mean_revert
ICICIBANK,SHORT_PAIR,2025-02-14,2025-03-06,2.1684877828547755,0.14344961166819642,0.06085234489098567,0.9073654053601359,13,0.032349877267733404,mean_revert
ICICIBANK,SHORT_PAIR,2025-03-17,2025-04-17,2.4171489545559264,2.107608620864603,0.03897443325461875,0.7309921977767095,20,-0.10618539612472676,time
ICICIBANK,LONG_PAIR,2025-06-09,2025-07-07,-2.1901089691966806,-1.1934663468064184,0.07488199033368405,0.9667179275287282,20,-0.00044095538476735755,time
ICICIBANK,SHORT_PAIR,2026-04-13,2026-04-27,3.672257184726092,0.010719200489209013,0.0580962876233216,0.9726923821440859,9,0.02799437386022385,mean_revert
ICICIBANK,LONG_PAIR,2026-04-29,2026-05-25,-2.0250446739069687,-0.34696966639634785,0.057967008240438794,0.9579479834729983,17,0.0087809381993478,mean_revert
ICICIBANK,SHORT_PAIR,2026-06-11,2026-07-10,2.47891372543234,1.3014065843899796,0.059085236432557496,0.7301817583920538,20,-0.061266530880948744,time
INFY,LONG_PAIR,2022-08-25,2022-09-13,-2.3173200472888382,-0.4207611861482967,0.06323842020307749,0.9139822325131101,12,0.015676875677393915,mean_revert
INFY,LONG_PAIR,2022-12-19,2022-12-23,-2.357994820931651,-0.28511363224961556,0.11962594501441996,0.9282386948119883,4,-0.002814933548830021,mean_revert
