date,event,pair,side,ret,pnl,equity,dd
2023-05-05,close,Nifty_FinNifty,SHORT_Y,0.010199479605385642,1149.2572385995124,451747.0597750195,0.0
2023-05-05,open,HDFC_KOTAK,LONG_Y,0.018136083001091874,0.0,451747.0597750195,0.0
2023-05-09,close,SBI_AXIS,SHORT_Y,0.030861863495319386,3477.453888915816,455224.5136639353,0.0
2023-05-08,close,MARUTI_MM,SHORT_Y,-0.02891809961286254,-3257.608034771289,451966.905629164,-0.007156047042704228
2023-05-18,close,HDFC_KOTAK,LONG_Y,0.018136083001091874,2048.230542894741,454015.13617205876,-0.0026566616154800604
2023-05-29,open,RELIANCE_ONGC,SHORT_Y,-0.007786496180684721,0.0,454015.13617205876,-0.0026566616154800604
2023-05-31,open,HDFC_KOTAK,LONG_Y,0.052884531625226605,0.0,454015.13617205876,-0.0026566616154800604
2023-06-12,close,RELIANCE_ONGC,SHORT_Y,-0.007786496180684721,-883.7967809441973,453131.33939111454,-0.004598114139270693
2023-06-09,close,HDFC_KOTAK,LONG_Y,0.052884531625226605,6002.594456805701,459133.9338479202,0.0
2023-06-14,open,Nifty_FinNifty,LONG_Y,0.007351688040126536,0.0,459133.9338479202,0.0
2023-06-15,open,Nifty_BankNifty,LONG_Y,0.0024032110922053707,0.0,459133.9338479202,0.0
2023-06-23,close,Nifty_FinNifty,LONG_Y,0.007351688040126536,843.8523625715007,459977.78621049173,0.0
2023-06-30,close,Nifty_BankNifty,LONG_Y,0.0024032110922053707,275.8489406578022,460253.63515114953,0.0
2023-06-30,open,RELIANCE_BPCL,SHORT_Y,0.0348615509689828,0.0,460253.63515114953,0.0
2023-07-05,close,RELIANCE_BPCL,SHORT_Y,0.0348615509689828,4011.2888901203532,464264.9240412699,0.0
2023-07-10,open,RELIANCE_BPCL,SHORT_Y,0.0043936428900319124,0.0,464264.9240412699,0.0
2023-07-12,open,SUN_CIPLA,SHORT_Y,0.01882619500717464,0.0,464264.9240412699,0.0
2023-07-13,open,MARUTI_MM,LONG_Y,0.022654761478413055,0.0,464264.9240412699,0.0
2023-07-21,close,RELIANCE_BPCL,SHORT_Y,0.0043936428900319124,509.9535706512828,464774.87761192117,0.0
2023-07-21,close,MARUTI_MM,LONG_Y,0.022654761478413055,2629.452779237131,467404.3303911583,0.0
2023-07-21,open,Nifty_BankNifty,SHORT_Y,0.006123659517544872,0.0,467404.3303911583,0.0
2023-07-24,open,TCS_INFY,SHORT_Y,0.01191862902087576,0.0,467404.3303911583,0.0
2023-07-25,close,SUN_CIPLA,SHORT_Y,0.01882619500717464,2185.085498748017,469589.4158899063,0.0
2023-07-27,open,SUN_CIPLA,LONG_Y,-0.0431880447598314,0.0,469589.4158899063,0.0
2023-07-28,close,Nifty_BankNifty,SHORT_Y,0.006123659517544872,715.5562440853761,470304.97213399166,0.0
2023-07-28,open,RELIANCE_BPCL,SHORT_Y,-0.029649593102277133,0.0,470304.97213399166,0.0
2023-08-07,close,TCS_INFY,SHORT_Y,0.01191862902087576,1392.7047041707651,471697.6768381624,0.0
2023-08-10,close,SUN_CIPLA,LONG_Y,-0.0431880447598314,-5070.162178049089,466627.5146601133,-0.01074875376116946
2023-08-10,open,MARUTI_MM,LONG_Y,0.0176605475391996,0.0,466627.5146601133,-0.01074875376116946
2023-08-11,close,RELIANCE_BPCL,SHORT_Y,-0.029649593102277133,-3486.0877644376596,463141.42689567566,-0.018139266658763642
2023-08-11,open,Nifty_BankNifty,LONG_Y,0.009734312900736841,0.0,463141.42689567566,-0.018139266658763642
2023-08-11,open,Nifty_FinNifty,LONG_Y,0.006278712654633867,0.0,463141.42689567566,-0.018139266658763642
2023-08-23,close,MARUTI_MM,LONG_Y,0.0176605475391996,2060.224351438372,465201.651247114,-0.01377158699316039
2023-08-28,close,Nifty_BankNifty,LONG_Y,0.009734312900736841,1127.0908916740611,466328.74213878805,-0.011382152092337838
2023-08-28,close,Nifty_FinNifty,LONG_Y,0.006278712654633867,726.9829844837661,467055.7251232718,-0.009840946739458345
2023-08-29,open,RELIANCE_ONGC,LONG_Y,-0.016464051189702122,0.0,467055.7251232718,-0.009840946739458345
2023-08-31,open,TCS_INFY,LONG_Y,0.005930119648461851,0.0,467055.7251232718,-0.009840946739458345
2023-09-12,close,RELIANCE_ONGC,LONG_Y,-0.016464051189702122,-1922.4073417182476,465133.31778155355,-0.01391645407416553
2023-09-07,close,TCS_INFY,LONG_Y,0.005930119648461851,692.424083120028,465825.74186467356,-0.012448513659954918
2023-09-20,open,HDFC_KOTAK,LONG_Y,0.011869629254263964,0.0,465825.74186467356,-0.012448513659954918
2023-09-29,open,SUN_CIPLA,SHORT_Y,0.010481530533887756,0.0,465825.74186467356,-0.012448513659954918
2023-10-03,open,RELIANCE_ONGC,LONG_Y,0.005299727397975962,0.0,465825.74186467356,-0.012448513659954918
2023-10-04,close,HDFC_KOTAK,LONG_Y,0.011869629254263964,1382.2947132565357,467208.0365779301,-0.009518046156866466
2023-10-04,close,SUN_CIPLA,SHORT_Y,0.010481530533887756,1220.641684206373,468428.67826213647,-0.006930283392401648
2023-10-17,close,RELIANCE_ONGC,LONG_Y,0.005299727397975962,617.1873617106721,469045.8656238471,-0.005621844975134627
2023-10-18,open,Nifty_BankNifty,LONG_Y,0.005613805772173103,0.0,469045.8656238471,-0.005621844975134627
2023-10-20,open,HDFC_KOTAK,LONG_Y,0.0024256609262532924,0.0,469045.8656238471,-0.005621844975134627
2023-10-26,close,HDFC_KOTAK,LONG_Y,0.0024256609262532924,284.4365572161046,469330.3021810632,-0.005018838915993751
2023-10-31,open,HDFC_KOTAK,LONG_Y,0.001193431840310566,0.0,469330.3021810632,-0.005018838915993751
2023-11-02,close,Nifty_BankNifty,LONG_Y,0.005613805772173103,658.2830969632706,469988.58527802647,-0.0036232774593933925
2023-11-15,close,HDFC_KOTAK,LONG_Y,0.001193431840310566,140.02843156136507,470128.61370958784,-0.0033264169098566887
2023-11-16,open,HDFC_KOTAK,LONG_Y,0.013595303200108322,0.0,470128.61370958784,-0.0033264169098566887
2023-11-17,open,Nifty_BankNifty,LONG_Y,0.012700117920224852,0.0,470128.61370958784,-0.0033264169098566887
2023-11-17,open,Nifty_FinNifty,LONG_Y,0.01389171777695375,0.0,470128.61370958784,-0.0033264169098566887
2023-11-22,close,HDFC_KOTAK,LONG_Y,0.013595303200108322,1597.8852616071122,471726.49897119496,0.0
2023-11-22,open,SBI_AXIS,LONG_Y,-0.03480352950556681,0.0,471726.49897119496,0.0
2023-12-04,close,Nifty_BankNifty,LONG_Y,0.012700117920224852,1492.672207945901,473219.17117914086,0.0
2023-12-04,close,Nifty_FinNifty,LONG_Y,0.01389171777695375,1632.7235051310258,474851.8946842719,0.0
2023-12-05,close,SBI_AXIS,LONG_Y,-0.03480352950556681,-4104.436781375429,470747.45790289645,-0.00864361462452301
2023-12-05,open,ICICI_SBI,SHORT_Y,0.03159781502917841,0.0,470747.45790289645,-0.00864361462452301
2023-12-15,close,ICICI_SBI,SHORT_Y,0.03159781502917841,3718.6477750679182,474466.10567796434,-0.0008124407012507495
2023-12-15,open,SBI_AXIS,SHORT_Y,-0.007179647737968448,0.0,474466.10567796434,-0.0008124407012507495
2023-12-18,open,RELIANCE_BPCL,SHORT_Y,-0.011891090269746607,0.0,474466.10567796434,-0.0008124407012507495
2023-12-18,open,RELIANCE_ONGC,SHORT_Y,0.003355848036265874,0.0,474466.10567796434,-0.0008124407012507495
2024-01-01,close,SBI_AXIS,SHORT_Y,-0.007179647737968448,-851.6248755933738,473614.480802371,-0.002605894376232043
2024-01-02,close,RELIANCE_BPCL,SHORT_Y,-0.011891090269746607,-1410.4798231379518,472204.00097923307,-0.005576251742239302
2024-01-02,close,RELIANCE_ONGC,SHORT_Y,0.003355848036265874,398.0590372535283,472602.0600164866,-0.004737971340055824
2024-01-09,open,Nifty_BankNifty,LONG_Y,-0.019647852425689116,0.0,472602.0600164866,-0.004737971340055824
2024-01-10,open,RELIANCE_BPCL,SHORT_Y,0.022613959624153968,0.0,472602.0600164866,-0.004737971340055824
2024-01-11,open,RELIANCE_ONGC,SHORT_Y,0.034919679685713356,0.0,472602.0600164866,-0.004737971340055824
2024-01-12,close,RELIANCE_ONGC,SHORT_Y,0.034919679685713356,4125.778138645998,476727.8381551326,0.0
2024-01-12,open,Nifty_FinNifty,LONG_Y,-0.016124374598781493,0.0,476727.8381551326,0.0
2024-01-17,close,Nifty_BankNifty,LONG_Y,-0.019647852425689116,-2321.40388282015,474406.43427231244,-0.004869453170185389
