signal,z,corr,half_life,log_beta,return_beta,corr_ok,hl_ok,filters_ok,options_1L_1L,tp_z,stop_z,max_hold,bn_last,nf_last
HL FAIL,-0.8832757987607517,0.7804497391527212,12.213376174964766,1.4148108058714146,1.1946424763477606,True,False,False,Skip — half-life too slow,0.5,4.0,15,57686.94921875,24583.80078125
