side,hold,ret,reason,entry_z,symbol
LONG,2,-0.00410883904907474,cut_wrong,-2.189790864235749,LT
LONG,4,0.031148725970760422,time,-2.408375955857812,LT
SHORT,4,0.022549428750230333,time,3.9484649238692415,LT
SHORT,2,-0.024792057706979197,cut_wrong,3.149439976059055,LT
SHORT,2,-0.02761857941456072,cut_wrong,2.3650847559147654,LT
SHORT,2,-0.007874354442883067,cut_wrong,2.5953426381300106,LT
SHORT,1,-0.020233248750352085,stop,2.7234357765142616,LT
SHORT,2,-0.007928361874240727,cut_wrong,3.1952791945912353,LT
SHORT,4,0.012505624520155051,time,2.7058116571941415,LT
SHORT,4,0.009778604436704207,time,2.214460855543013,LT
SHORT,2,-0.00705573107786438,cut_wrong,2.190709732095515,LT
SHORT,2,-0.0019237468457104679,cut_wrong,2.175177964318741,LT
SHORT,2,-0.019421405386136372,cut_wrong,2.026982662288336,LT
SHORT,2,-0.003280620718930016,cut_wrong,2.0415382459865796,LT
SHORT,4,-0.0018960380806160987,cut_wrong,2.121836306643941,LT
LONG,3,0.023898147815819434,mean_revert,-2.905782941119934,LT
LONG,2,0.013301174835945659,mean_revert,-2.431599835817652,LT
SHORT,4,-0.00046751058399914004,cut_wrong,3.214474676914709,LT
SHORT,2,0.061425060757828796,mean_revert,2.7813284254829265,LT
LONG,2,-0.01736735273773067,cut_wrong,-2.563094483301514,LT
LONG,2,-0.02377687856875456,cut_wrong,-2.162494280965231,LT
LONG,2,-0.0005365068721102605,cut_wrong,-2.4308693676995548,LT
LONG,4,0.011175770157753579,time,-2.257630587612438,LT
LONG,3,0.08497223301338797,mean_revert,-2.4040953931103735,LT
LONG,1,-0.04465232606357804,stop,-2.2984145159125853,LT
LONG,2,-0.02366002296533505,cut_wrong,-2.9995055278377176,LT
LONG,2,-0.023673215405705758,cut_wrong,-2.9296587983775257,LT
LONG,4,0.03982309571330071,time,-2.026242329966333,LT
SHORT,4,0.034762872727927,time,2.4406438899047065,LT
SHORT,2,-0.001122136940248014,cut_wrong,2.089449415235227,LT
SHORT,2,-0.022402530920239604,cut_wrong,2.275298380434158,LT
SHORT,3,-0.005533872424365145,cut_wrong,2.2175819215975743,LT
SHORT,2,-0.005350966089790132,cut_wrong,2.419620319675194,LT
SHORT,2,-0.022885530224875748,cut_wrong,3.4735792911303385,LT
SHORT,4,0.03132611820082151,time,2.4358153649866634,LT
LONG,4,-0.034732036714579265,cut_wrong,-2.5455237050259867,BAJFINANCE
SHORT,3,0.011343539589403075,mean_revert,2.952638195539664,BAJFINANCE
